rosbagTimestamp,seq,secs,nsecs,joint_angle,servo1_position,servo2_position,u1,u2,u3
1.50E+18,32201,1504022566,187032087,1.226581375,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32202,1504022566,202032087,1.226581375,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32203,1504022566,217032087,1.226581375,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32204,1504022566,232032087,1.196258911,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32205,1504022566,247032087,1.153807345,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32206,1504022566,262032087,1.135613691,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32207,1504022566,277032087,1.093162417,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32208,1504022566,292032087,1.026452937,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32209,1504022566,307032087,0.929420702,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32210,1504022566,322032087,0.783872933,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32211,1504022566,337032087,0.650453974,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32212,1504022566,352032087,0.504906205,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32213,1504022566,366032087,0.377551506,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32214,1504022566,382032087,0.213810083,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32215,1504022566,397032087,0.062197763,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32216,1504022566,411032087,-0.083350298,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32217,1504022566,427032087,-0.228898067,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32218,1504022566,441032087,-0.356252767,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32219,1504022566,456032087,-0.471478072,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32220,1504022566,472032087,-0.562445756,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32221,1504022566,486032087,-0.635219786,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32222,1504022566,501032087,-0.695864714,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32223,1504022566,517032087,-0.720122627,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32224,1504022566,531032087,-0.720122627,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32225,1504022566,546032087,-0.726187178,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32226,1504022566,561032087,-0.677671061,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32227,1504022566,576032087,-0.659477699,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32228,1504022566,592032087,-0.598832479,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32229,1504022566,606032087,-0.538187551,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32230,1504022566,621032087,-0.459349261,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32231,1504022566,636032087,-0.386575231,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32232,1504022566,651032087,-0.295607838,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32233,1504022566,666032087,-0.216769257,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32234,1504022566,681032087,-0.137930675,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32235,1504022566,696032087,-0.053027834,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32236,1504022566,710032087,0.031875007,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32237,1504022566,726032087,0.092520227,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32238,1504022566,741032087,0.159229706,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32239,1504022566,755032087,0.225938894,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32240,1504022566,771032087,0.262325909,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32241,1504022566,786032087,0.310842318,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32242,1504022566,800032087,0.335100231,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32243,1504022566,816032087,0.347229042,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32244,1504022566,830032087,0.347229042,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32245,1504022566,845032087,0.347229042,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32246,1504022566,861032087,0.365422404,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32247,1504022566,875032087,0.347229042,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32248,1504022566,891032087,0.316906578,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32249,1504022566,905032087,0.292648665,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32250,1504022566,920032087,0.25626165,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32251,1504022566,936032087,0.244132547,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32252,1504022566,950032087,0.219874634,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32253,1504022566,965032087,0.195616722,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32254,1504022566,980032087,0.165293966,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32255,1504022566,995032087,0.147100604,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32256,1504022567,10032087,0.134971502,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32257,1504022567,25032087,0.110713589,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32258,1504022567,40032087,0.098584486,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32259,1504022567,54032087,0.086455676,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32260,1504022567,70032087,0.080391125,-1.92962,-0.87958,0,0.872664626,0
1.50E+18,32261,1504022567,85032087,0.068262314,-1.92962,-0.87958,0,0.872664626,0
