t,u1,u2,u3
0,0.870714447846845,0.523598775598299,0.49999999916481
0.02,0.870714447846845,0.523598775598299,0.494835749997184
0.04,0.870714447846845,0.523598775598299,0.468424049199417
0.06,0.870714447846845,0.523598775598299,0.416134464046869
0.08,0.870714447846845,0.523598775598299,0.347230544006798
0.1,0.870714447846845,0.523598775598299,0.284849400904642
0.12,0.870714447846845,0.523598775598299,0.252622892957301
0.14,0.870714447846845,0.523598775598299,0.263650169130147
0.16,0.870714447846845,0.523598775598299,0.318351963352365
0.18,0.870714447846845,0.523598775598299,0.405357127740987
0.2,0.870714447846845,0.523598775598299,0.504414049361358
0.22,0.870714447846845,0.523598775598299,0.591782487329262
0.24,0.870714447846845,0.523598775598299,0.651128416347857
0.26,0.870714447846845,0.523598775598299,0.680555830369421
0.28,0.870714447846845,0.523598775598299,0.687190503652099
0.3,0.870714447846845,0.523598775598299,0.679076939300182
0.32,0.870714447846845,0.523598775598299,0.661875066527127
0.34,0.870714447846845,0.523598775598299,0.639240004108618
0.36,0.870714447846845,0.523598775598299,0.613774123367465
0.38,0.870714447846845,0.523598775598299,0.587551911485036
0.4,0.870714447846845,0.523598775598299,0.562266527276384
0.42,0.870714447846845,0.523598775598299,0.539293358933757
0.44,0.870714447846845,0.523598775598299,0.519595849571263
0.46,0.870714447846845,0.523598775598299,0.503765128218252
0.48,0.870714447846845,0.523598775598299,0.492032210664556
0.5,0.870714447846845,0.523598775598299,0.484323933611507
0.52,0.870714447846845,0.523598775598299,0.480274618886176
0.54,0.870714447846845,0.523598775598299,0.479347698036567
0.56,0.870714447846845,0.523598775598299,0.48086522627585
0.58,0.870714447846845,0.523598775598299,0.484115970509108
0.6,0.870714447846845,0.523598775598299,0.488378454606029
0.62,0.870714447846845,0.523598775598299,0.493017137465312
0.64,0.870714447846845,0.523598775598299,0.497513662953365
0.66,0.870714447846845,0.523598775598299,0.501494577792076
0.68,0.870714447846845,0.523598775598299,0.504724681863928
0.7,0.870714447846845,0.523598775598299,0.507103702561584
0.72,0.870714447846845,0.523598775598299,0.508626597792679
0.74,0.870714447846845,0.523598775598299,0.509359466077363
0.76,0.870714447846845,0.523598775598299,0.50941435348118
0.78,0.870714447846845,0.523598775598299,0.508926230343555
0.8,0.870714447846845,0.523598775598299,0.508035990766233
0.82,0.870714447846845,0.523598775598299,0.50688216556305
0.84,0.870714447846845,0.523598775598299,0.505590566889875
0.86,0.870714447846845,0.523598775598299,0.504270998572229
0.88,0.870714447846845,0.523598775598299,0.503012590820435
0.9,0.870714447846845,0.523598775598299,0.501882888535048
0.92,0.870714447846845,0.523598775598299,0.500926714082658
0.94,0.870714447846845,0.523598775598299,0.500167522826363
0.96,0.870714447846845,0.523598775598299,0.499610514280574
0.98,0.870714447846845,0.523598775598299,0.499245099534402
1,0.870714447846845,0.523598775598299,0.499049605302687
1.02,0.870714447846845,0.523598775598299,0.498994904622674
1.04,0.870714447846845,0.523598775598299,0.49904925706855
1.06,0.870714447846845,0.523598775598299,0.499178829337229
1.08,0.870714447846845,0.523598775598299,0.499355332162737
1.1,0.870714447846845,0.523598775598299,0.499552679605106
1.12,0.870714447846845,0.523598775598299,0.499750645009798
1.14,0.870714447846845,0.523598775598299,0.499932519193305
1.16,0.870714447846845,0.523598775598299,0.500089383211935
1.18,0.870714447846845,0.523598775598299,0.500214618494212
1.2,0.870714447846845,0.523598775598299,0.500305781744913
1.22,0.870714447846845,0.523598775598299,0.500362878168396
1.24,0.870714447846845,0.523598775598299,0.500387551667054
1.26,0.870714447846845,0.523598775598299,0.500382637615121
1.28,0.870714447846845,0.523598775598299,0.50035155867541
1.3,0.870714447846845,0.523598775598299,0.500298908864631
1.32,0.870714447846845,0.523598775598299,0.500231982813688
1.34,0.870714447846845,0.523598775598299,0.500161249357615
1.36,0.870714447846845,0.523598775598299,0.500098366737324
1.38,0.870714447846845,0.523598775598299,0.500051390107902
1.4,0.870714447846845,0.523598775598299,0.500021885646966
1.42,0.870714447846845,0.523598775598299,0.500006590286705
1.44,0.870714447846845,0.523598775598299,0.500000795271412
1.46,0.870714447846845,0.523598775598299,0.499999988366745
1.48,0.870714447846845,0.523598775598299,0.499999999000069
