t,u1,u2,u3
0,-0.631847155949559,0.5235987755983,0.499889785331818
0.02,-0.479013959148574,0.5235987755983,0.494776657851017
0.04,-0.186748401500809,0.5235987755983,0.465386079195229
0.06,0.111659303350761,0.523598775598299,0.404951532058601
0.08,0.366185829757417,0.523598775598299,0.343671843057319
0.1,0.565199358217606,0.523598775598299,0.331985615110953
0.12,0.66492108122475,0.523598775598299,0.38514338593054
0.14,0.536363391169938,0.523598775598299,0.463562719925812
0.16,0.244167471829354,0.523598775598299,0.515310795810764
0.18,-0.0630932578465874,0.523598775598299,0.533144045484318
0.2,-0.285564612928898,0.523598775598299,0.528409009545774
0.22,-0.317083098722567,0.523598775598299,0.516954302300409
0.24,-0.194987490356439,0.523598775598299,0.507591468419829
0.26,-0.0237911497750361,0.523598775598299,0.502669913620575
0.28,0.14312354715822,0.523598775598299,0.500794594094297
0.3,0.281814853703401,0.523598775598299,0.5002291416988
0.32,0.382772280098244,0.523598775598299,0.500081493799823
0.34,0.446969428396051,0.523598775598299,0.500041941027398
0.36,0.481769034475574,0.523598775598299,0.500028117561818
0.38,0.496636963632794,0.523598775598299,0.500020545558267
0.4,0.500279742326764,0.523598775598299,0.500013765677688
0.42,0.499285471000006,0.523598775598299,0.50000698971514
0.44,0.497813295538356,0.523598775598299,0.500001719018275
0.46,0.497910587590869,0.523598775598299,0.499999304153643
0.48,0.500020668497436,0.523598775598299,0.499999460345677
0.5,0.503296718613464,0.523598775598299,0.500001000687769
0.52,0.506139036018188,0.523598775598299,0.500002157160778
0.54,0.508203080681572,0.523598775598299,0.500002528329221
0.56,0.513052533417859,0.523598775598299,0.500000941161544
0.58,0.523839605364481,0.523598775598299,0.499998988957441
0.6,0.527767809108609,0.523598775598299,0.500000019738672
0.62,0.483507677122138,0.523598775598299,0.500000310899622
0.64,0.479687329760006,0.523598775598299,0.499998885873322
0.66,0.553825273611528,0.523598775598299,0.499987996127138
0.68,0.569612258113608,0.523598775598299,0.500007745117691
0.7,0.48308428698246,0.523598775598299,0.499991901247426
0.72,0.454274243738807,0.523598775598299,0.500000644042586
0.74,0.522712144855167,0.523598775598299,0.499996891392173
0.76,0.542050194434369,0.523598775598299,0.500000612831013
0.78,0.510784001121087,0.523598775598299,0.499999433281176
0.8,0.494014760754683,0.523598775598299,0.499999197727381
0.82,0.496267501241911,0.523598775598299,0.500001998888349
0.84,0.506564922782016,0.523598775598299,0.500002647907776
0.86,0.515905815015901,0.523598775598299,0.500000938392578
0.88,0.520589305773319,0.523598775598299,0.49999957989517
0.9,0.520675351571517,0.523598775598299,0.499999866680878
0.92,0.517844619354248,0.523598775598299,0.500001383752805
0.94,0.513969863885682,0.523598775598299,0.500001405979036
0.96,0.510451011772074,0.523598775598299,0.50000115775665
0.98,0.508050832583618,0.523598775598299,0.500000525903425
1,0.506978717329041,0.523598775598299,0.500000029332471
1.02,0.507072539980723,0.523598775598299,0.499999880631159
1.04,0.507971476004672,0.523598775598299,0.500000023107675
1.06,0.509265822647466,0.523598775598299,0.500000224243796
1.08,0.51060262456182,0.523598775598299,0.500000310160341
1.1,0.511723385725832,0.523598775598299,0.500000261313365
1.12,0.512491211593122,0.523598775598299,0.499999653915291
1.14,0.512866349554094,0.523598775598299,0.500000036624337
1.16,0.512885748889955,0.523598775598299,0.499999986150239
1.18,0.512638829072023,0.523598775598299,0.499999995727074
1.2,0.512229873764204,0.523598775598299,0.500000035331634
1.22,0.511762229446266,0.523598775598299,0.500000071798339
1.24,0.511324222776411,0.523598775598299,0.500000084872352
1.26,0.510968215913404,0.523598775598299,0.500000073241771
1.28,0.510725078787497,0.523598775598299,0.500000047895712
1.3,0.510601974022109,0.523598775598299,0.500000022528632
1.32,0.510586339536563,0.523598775598299,0.499999531711738
1.34,0.510653364248479,0.523598775598299,0.499999998851407
1.36,0.510759597797305,0.523598775598299,0.499999998301416
1.38,0.510855966633495,0.523598775598299,0.499999999883197
1.4,0.5109082897074,0.523598775598299,0.500000001041216
1.42,0.510910167282682,0.523598775598299,0.50000000093789
1.44,0.510924342493489,0.523598775598299,0.50000000006451
1.46,0.511114945057025,0.523598775598299,0.499999999024917
1.48,0.511297431924236,0.523598775598299,0.499999999000167
