time,seq,timestamp,field.header.frame_id,q,theta1,theta2,u1,u2,u3
1.49676829256507E+018,23552,1.49676829256042E+018,,0.0367886424,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829256919E+018,23553,1.49676829256642E+018,,0.0144361006,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967682925773E+018,23554,1.49676829257242E+018,,-0.0015298309,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829258133E+018,23555,1.49676829257842E+018,,-0.0238822233,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829258967E+018,23556,1.49676829258542E+018,,-0.0398483053,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829259352E+018,23557,1.49676829259142E+018,,-0.0558143854,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829260191E+018,23558,1.49676829259742E+018,,-0.0781667754,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829260603E+018,23559,1.49676829260342E+018,,-0.0909395516,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829261413E+018,23560,1.49676829260942E+018,,-0.113292098,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967682926182E+018,23561,1.49676829261542E+018,,-0.1260648668,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829262644E+018,23562,1.49676829262142E+018,,-0.1420308053,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829263057E+018,23563,1.49676829262842E+018,,-0.1548037231,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829263891E+018,23564,1.49676829263442E+018,,-0.1675765067,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829264278E+018,23565,1.49676829264042E+018,,-0.1771561205,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829265131E+018,23566,1.49676829264642E+018,,-0.1931221932,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829265507E+018,23567,1.49676829265242E+018,,-0.199508667,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829266338E+018,23568,1.49676829265842E+018,,-0.2122812867,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829266747E+018,23569,1.49676829266442E+018,,-0.2154745907,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829267583E+018,23570,1.49676829267142E+018,,-0.2250542045,-0.0063045556,1.0468498468,0,1.0471975803,0
1.4967682926798E+018,23571,1.49676829267742E+018,,-0.2314405292,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829268794E+018,23572,1.49676829268342E+018,,-0.2346338332,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829269205E+018,23573,1.49676829268942E+018,,-0.241020143,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829270046E+018,23574,1.49676829269542E+018,,-0.244213447,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829270437E+018,23575,1.49676829270142E+018,,-0.2474066019,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829271251E+018,23576,1.49676829270642E+018,,-0.2474066019,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829271663E+018,23577,1.49676829271342E+018,,-0.2474066019,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829272486E+018,23578,1.49676829271942E+018,,-0.241020143,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829272889E+018,23579,1.49676829272542E+018,,-0.2378269881,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829273699E+018,23580,1.49676829273142E+018,,-0.2378269881,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829274119E+018,23581,1.49676829273742E+018,,-0.2346338332,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829274534E+018,23582,1.49676829274342E+018,,-0.2282473743,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829275354E+018,23583,1.49676829274942E+018,,-0.2250542045,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829275754E+018,23584,1.49676829275642E+018,,-0.2186677456,0.0063123689,1.0468498468,0,1.0471975803,0
1.4967682927658E+018,23585,1.49676829276242E+018,,-0.2154745907,0.0378545336,1.0527669191,0,1.0471975803,0
1.49676829276982E+018,23586,1.49676829276842E+018,,-0.2058948278,0.0189291462,1.0468498468,0,1.0471975803,0
1.49676829277811E+018,23587,1.49676829277442E+018,,-0.199508667,0.0630880892,1.0586841106,0,1.0471975803,0
1.49676829278204E+018,23588,1.49676829278042E+018,,-0.1931221932,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829279035E+018,23589,1.49676829278642E+018,,-0.1835425794,1.4067789316,1.2066104412,0,1.0471975803,0
1.49676829279416E+018,23590,1.49676829279242E+018,,-0.1739629656,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829280266E+018,23591,1.49676829279942E+018,,-0.1675765067,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829280662E+018,23592,1.49676829280542E+018,,-0.157996878,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829281505E+018,23593,1.49676829281142E+018,,-0.1484172642,0.0063123689,1.0468498468,0,1.0471975803,0
1.49676829281885E+018,23594,1.49676829281742E+018,,-0.1420308053,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829282719E+018,23595,1.49676829282342E+018,,-0.1292581707,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829283136E+018,23596,1.49676829282942E+018,,-0.1196784079,0.9084147215,1.1237716675,0,1.0471975803,0
1.49676829283957E+018,23597,1.49676829283542E+018,,-0.113292098,0.4794430733,1.2421127558,0,1.0471975803,0
1.49676829284357E+018,23598,1.49676829284242E+018,,-0.1005191728,-0.0063045556,1.0409328938,0,1.0471975803,0
1.4967682928519E+018,23599,1.49676829284842E+018,,-0.0909395516,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829285584E+018,23600,1.49676829285442E+018,,-0.0845530927,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829286417E+018,23601,1.49676829286042E+018,,-0.0749734715,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829286822E+018,23602,1.49676829286642E+018,,-0.062200848,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829287649E+018,23603,1.49676829287242E+018,,-0.0526212268,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676829288049E+018,23604,1.49676829287842E+018,,-0.0430416092,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829288867E+018,23605,1.49676829288542E+018,,-0.0334619917,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829289276E+018,23606,1.49676829289142E+018,,-0.0238822233,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829290105E+018,23607,1.49676829289742E+018,,-0.0174959116,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829290503E+018,23608,1.49676829290342E+018,,-0.0047229873,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829291341E+018,23609,1.49676829290942E+018,,0.0016631769,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829291735E+018,23610,1.49676829291542E+018,,0.0048564821,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829292564E+018,23611,1.49676829292142E+018,,0.0144361006,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676829292959E+018,23612,1.49676829292842E+018,,0.0208225623,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829293784E+018,23613,1.49676829293442E+018,,0.0272088759,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829294198E+018,23614,1.49676829294042E+018,,0.0335953385,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829295018E+018,23615,1.49676829294642E+018,,0.0399818011,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829295407E+018,23616,1.49676829295242E+018,,0.043174956,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829296232E+018,23617,1.49676829295842E+018,,0.0495614186,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829296639E+018,23618,1.49676829296442E+018,,0.0527545735,0.0126208318,1.0527669191,0,1.0471975803,0
1.49676829297485E+018,23619,1.49676829297042E+018,,0.0591410361,0.0378545336,1.0527669191,0,1.0471975803,0
1.49676829297879E+018,23620,1.49676829297642E+018,,0.0623341911,0.1135552004,1.0646011829,0,1.0471975803,0
1.49676829298701E+018,23621,1.49676829298242E+018,,0.0655274987,0.3595833182,1.0882694721,0,1.0471975803,0
1.49676829299113E+018,23622,1.49676829298842E+018,,0.0655274987,3.90668674299E-06,1.1060204506,0,1.0471975803,0
1.49676829299938E+018,23623,1.49676829299442E+018,,0.0687205046,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829300321E+018,23624,1.49676829300042E+018,,0.0687205046,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829301143E+018,23625,1.49676829300642E+018,,0.0687205046,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829301563E+018,23626,1.49676829301342E+018,,0.0687205046,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829302413E+018,23627,1.49676829301942E+018,,0.0687205046,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829302795E+018,23628,1.49676829302542E+018,,0.0687205046,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829303624E+018,23629,1.49676829303142E+018,,0.0655274987,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829304008E+018,23630,1.49676829303742E+018,,0.0655274987,0.0757048652,1.0586841106,0,1.0471975803,0
1.49676829304872E+018,23631,1.49676829304342E+018,,0.0655274987,0.0630880892,1.0586841106,0,1.0471975803,0
1.49676829305247E+018,23632,1.49676829304942E+018,,0.0655274987,0.1766393781,1.070518136,0,1.0471975803,0
1.4967682930607E+018,23633,1.49676829305642E+018,,0.0655274987,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829306475E+018,23634,1.49676829306242E+018,,0.0623341911,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829307298E+018,23635,1.49676829306842E+018,,0.0623341911,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829307713E+018,23636,1.49676829307442E+018,,0.0559478812,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829308542E+018,23637,1.49676829308042E+018,,0.0527545735,3.90668674299E-06,1.0468498468,0,1.0471975803,0
