time,seq,timestamp,field.header.frame_id,q,theta1,theta2,u1,u2,u3
1.49676836071078E+018,34689,1.49676836070859E+018,,0.0112429438,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836071913E+018,34690,1.49676836071459E+018,,-0.0015298309,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836072307E+018,34691,1.49676836072059E+018,,-0.0174959116,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836073141E+018,34692,1.49676836072759E+018,,-0.0334619917,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836073543E+018,34693,1.49676836073359E+018,,-0.0494279228,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836074351E+018,34694,1.49676836073959E+018,,-0.062200848,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836074752E+018,34695,1.49676836074559E+018,,-0.0813599378,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836075171E+018,34696,1.49676836075159E+018,,-0.0909395516,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836076008E+018,34697,1.49676836075759E+018,,-0.1037124768,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836076422E+018,34698,1.49676836076359E+018,,-0.116485253,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836077243E+018,34699,1.49676836077059E+018,,-0.1292581707,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836077628E+018,34700,1.49676836077559E+018,,-0.1420308053,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836078471E+018,34701,1.49676836078159E+018,,-0.1516104192,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836078868E+018,34702,1.49676836078759E+018,,-0.157996878,-0.0063045556,1.0468498468,0,1.0471975803,0
1.4967683607969E+018,34703,1.49676836079359E+018,,-0.1675765067,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836080097E+018,34704,1.49676836079959E+018,,-0.1739629656,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836080929E+018,34705,1.49676836080559E+018,,-0.1803492755,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836081343E+018,34706,1.49676836081259E+018,,-0.1867357343,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836082161E+018,34707,1.49676836081859E+018,,-0.1931221932,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836082552E+018,34708,1.49676836082459E+018,,-0.1963153631,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967683608338E+018,34709,1.49676836083059E+018,,-0.1963153631,0.0063123689,1.0468498468,0,1.0471975803,0
1.49676836083777E+018,34710,1.49676836083659E+018,,-0.199508667,0.0252376087,1.0527669191,0,1.0471975803,0
1.49676836084611E+018,34711,1.49676836084259E+018,,-0.199508667,0.0252376087,1.0468498468,0,1.0471975803,0
1.4967683608502E+018,34712,1.49676836084859E+018,,-0.199508667,0.2586486638,1.0823523998,0,1.0471975803,0
1.49676836085829E+018,34713,1.49676836085559E+018,,-0.199508667,1.3500036001,1.1474399567,0,1.0471975803,0
1.4967683608625E+018,34714,1.49676836086159E+018,,-0.1963153631,3.90668674299E-06,1.1415228844,0,1.0471975803,0
1.49676836087055E+018,34715,1.49676836086759E+018,,-0.1963153631,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836087453E+018,34716,1.49676836087359E+018,,-0.1931221932,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836088299E+018,34717,1.49676836087959E+018,,-0.1899290383,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836088697E+018,34718,1.49676836088559E+018,,-0.1835425794,-0.0063045556,1.0468498468,0,1.0471975803,0
1.4967683608952E+018,34719,1.49676836089159E+018,,-0.1803492755,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836089916E+018,34720,1.49676836089859E+018,,-0.1771561205,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836090749E+018,34721,1.49676836090459E+018,,-0.1739629656,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836091139E+018,34722,1.49676836091059E+018,,-0.1675765067,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836091996E+018,34723,1.49676836091659E+018,,-0.1643833369,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836092375E+018,34724,1.49676836092259E+018,,-0.1548037231,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836093206E+018,34725,1.49676836092859E+018,,-0.1516104192,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836093614E+018,34726,1.49676836093459E+018,,-0.1420308053,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836094448E+018,34727,1.49676836094159E+018,,-0.1388376504,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967683609484E+018,34728,1.49676836094759E+018,,-0.1324513257,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836095653E+018,34729,1.49676836095359E+018,,-0.1260648668,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967683609606E+018,34730,1.49676836095959E+018,,-0.1196784079,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836096907E+018,34731,1.49676836096559E+018,,-0.116485253,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836097273E+018,34732,1.49676836097159E+018,,-0.1100987867,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967683609812E+018,34733,1.49676836097759E+018,,-0.1005191728,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836098518E+018,34734,1.49676836098459E+018,,-0.0941328555,0.0378545336,1.0586841106,0,1.0471975803,0
1.49676836099344E+018,34735,1.49676836099059E+018,,-0.0845530927,0.1135552004,1.0882694721,0,1.0471975803,0
1.49676836099755E+018,34736,1.49676836099659E+018,,-0.0813599378,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836100573E+018,34737,1.49676836100259E+018,,-0.0749734715,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836100975E+018,34738,1.49676836100859E+018,,-0.0685871616,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836101792E+018,34739,1.49676836101459E+018,,-0.0590076894,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836102229E+018,34740,1.49676836102059E+018,,-0.0526212268,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967683610303E+018,34741,1.49676836102759E+018,,-0.0462347679,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676836103442E+018,34742,1.49676836103359E+018,,-0.0398483053,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836104265E+018,34743,1.49676836103859E+018,,-0.0366551466,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836104668E+018,34744,1.49676836104459E+018,,-0.0334619917,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836105503E+018,34745,1.49676836105059E+018,,-0.0238822233,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836105899E+018,34746,1.49676836105659E+018,,-0.0206890684,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836106734E+018,34747,1.49676836106259E+018,,-0.0143026058,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836107133E+018,34748,1.49676836106959E+018,,-0.011109449,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967683610793E+018,34749,1.49676836107559E+018,,-0.0047229873,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836108376E+018,34750,1.49676836108159E+018,,-0.0015298309,0.0126208318,1.0468498468,0,1.0471975803,0
1.49676836109171E+018,34751,1.49676836109059E+018,,0.0016631769,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836109997E+018,34752,1.49676836109659E+018,,0.0048564821,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836110402E+018,34753,1.49676836110259E+018,,0.0048564821,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836111206E+018,34754,1.49676836110606E+018,,0.0080496389,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836111627E+018,34755,1.49676836111206E+018,,0.0080496389,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836112472E+018,34756,1.49676836111806E+018,,0.0112429438,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836112862E+018,34757,1.49676836112406E+018,,0.0144361006,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676836113681E+018,34758,1.49676836113006E+018,,0.0144361006,3.90668674299E-06,1.0468498468,0,1.0471975803,0
