field_header_stamp,field_servo1_position,field_u1
0.199000064,0,-1.04719758
0.204,0,-1.04719758
0.208999936,0,-1.04719758
0.214000128,0,-1.04719758
0.224,0,-1.04719758
0.228999936,0,-1.04719758
0.235000064,0,-1.04719758
0.244999936,0,-1.04719758
0.250000128,-0.436332315,-1.04719758
0.26,-0.471238911,-1.04719758
0.270000128,-0.401425719,-1.04719758
0.275000064,-0.383972436,-1.04719758
0.286000128,-0.34906584,-1.04719758
0.296,-0.34906584,-1.04719758
0.300999936,-0.366519153,-1.04719758
0.311000064,-0.401425719,-1.04719758
0.316,-0.418879032,-1.04719758
0.327000064,-0.488692194,-1.04719758
0.336999936,-0.575958669,-1.04719758
0.342000128,-0.593411922,-1.04719758
0.347000064,-0.628318548,-1.04719758
0.356999936,-0.680678427,-1.04719758
0.363000064,-0.715584993,-1.04719758
0.372999936,-0.785398185,-1.04719758
0.378000128,-0.785398185,-1.04719758
0.388,-0.890117943,-1.04719758
0.398000128,-0.907571197,-1.04719758
0.402000128,-0.942477822,-1.04719758
0.412999936,-0.977384388,-1.04719758
0.418000128,-0.994837701,-1.04719758
0.428,-1.012290955,-1.04719758
0.432999936,-1.012290955,-1.04719758
0.438000128,-1.029744267,-1.04719758
0.448999936,-1.029744267,-1.04719758
0.454000128,-1.029744267,-1.04719758
0.464,-1.04719758,-1.04719758
0.474000128,-1.04719758,-1.04719758
0.484,-1.04719758,-1.04719758
0.490000128,-1.04719758,-1.04719758
0.495000064,-1.04719758,-1.04719758
0.504999936,-1.04719758,-1.04719758
0.515000064,-1.04719758,-1.04719758
0.52,-1.04719758,-1.04719758
0.530000128,-1.04719758,-1.04719758
0.536,-1.04719758,-1.04719758
0.546000128,-1.04719758,-1.04719758
0.551000064,-1.04719758,-1.04719758
0.560999936,-1.04719758,-1.04719758
0.566000128,-1.04719758,-1.04719758
0.576999936,-1.04719758,-1.04719758
0.587000064,-1.04719758,-1.04719758
0.596999936,-1.04719758,-1.04719758
0.607000064,-1.04719758,-1.04719758
0.612,-1.04719758,-1.04719758
0.618000128,-1.04719758,-1.04719758
0.623000064,-1.04719758,-1.04719758
0.628,-1.04719758,-1.04719758
0.638000128,-1.04719758,-1.04719758
0.648,-1.04719758,-1.04719758
0.652999936,-1.04719758,-1.04719758
0.663000064,-1.04719758,-1.04719758
0.672999936,-1.04719758,-1.04719758
0.678000128,-1.04719758,-1.04719758
0.688,-1.04719758,-1.04719758
0.692999936,-1.04719758,-1.04719758
0.704,-1.04719758,-1.04719758
0.708999936,-1.04719758,-1.04719758
0.714000128,-1.04719758,-1.04719758
0.719000064,-1.04719758,-1.04719758
0.724,-1.04719758,-1.04719758
0.734000128,-1.04719758,-1.04719758
0.750000128,-1.04719758,-1.04719758
