field_header_stamp,field_servo1_position,field_u1
0.755000064,-1.04719758,-1.04719758
0.76,-1.04719758,-1.04719758
0.770000128,-1.04719758,-1.04719758
0.775000064,-1.04719758,-1.04719758
0.78,-1.04719758,-1.04719758
0.791000064,-1.04719758,-1.04719758
0.799000064,-1.04719758,-1.04719758
0.808999936,-1.04719758,-1.04719758
0.814000128,-1.04719758,-1.04719758
0.815347968,-1.04719758,-1.04719758
0.825348096,-1.04719758,-1.04719758
0.835347968,-1.04719758,-1.04719758
0.845348096,-1.04719758,-1.04719758
0.850348032,-1.04719758,-1.04719758
0.86034816,-1.04719758,-1.04719758
0.865348096,-1.04719758,-1.04719758
0.871347968,-1.04719758,-1.04719758
0.87634816,-1.04719758,-1.04719758
0.886348032,-1.04719758,-1.04719758
0.891347968,-1.04719758,-1.04719758
0.89634816,-1.04719758,-1.04719758
0.901348096,-1.04719758,-1.04719758
0.906348032,-1.04719758,-1.04719758
0.917348096,-1.04719758,-1.04719758
0.927347968,-1.04719758,-1.04719758
0.93234816,-1.04719758,-1.04719758
0.942348032,-1.04719758,-1.04719758
0.947347968,-1.04719758,-1.04719758
0.958348032,-1.04719758,-1.04719758
0.96834816,-1.04719758,-1.04719758
0.973348096,-1.04719758,-1.04719758
0.978348032,-1.04719758,-1.04719758
0.98834816,-1.04719758,-1.04719758
0.993348096,-1.04719758,-1.04719758
1.00434816,-1.04719758,-1.04719758
1.014348032,-1.04719758,-1.04719758
1.019347968,-1.04719758,-1.04719758
1.02434816,-1.04719758,-1.04719758
1.034348032,-1.04719758,-1.04719758
1.039347968,-1.04719758,-1.04719758
1.050348032,-1.04719758,-1.04719758
1.055347968,-1.04719758,-1.04719758
1.06034816,-1.04719758,-1.04719758
1.065348096,-1.04719758,-1.04719758
1.070348032,-1.04719758,-1.04719758
1.075347968,-1.04719758,-1.04719758
1.091347968,-1.04719758,-1.04719758
1.095347968,-1.04719758,-1.04719758
1.105348096,-1.04719758,-1.04719758
1.110348032,-1.04719758,-1.04719758
1.115347968,-1.04719758,-1.04719758
1.126348032,-1.04719758,-1.04719758
1.13634816,-1.04719758,-1.04719758
1.141348096,-1.04719758,-1.04719758
1.151347968,-1.04719758,-1.04719758
1.15634816,-1.04719758,-1.04719758
1.161348096,-1.04719758,-1.04719758
1.17234816,-1.04719758,-1.04719758
1.182348032,-1.04719758,-1.04719758
1.187347968,-1.04719758,-1.04719758
1.197348096,-1.04719758,-1.04719758
1.202348032,-1.04719758,-1.04719758
1.207347968,-1.04719758,-1.04719758
1.218348032,-1.04719758,-1.04719758
1.223347968,-1.04719758,-1.04719758
1.22834816,-1.04719758,-1.04719758
1.243347968,-1.04719758,-1.04719758
1.24834816,-1.04719758,-1.04719758
1.259347968,-1.04719758,-1.04719758
1.26434816,-1.04719758,-1.04719758
1.274348032,-1.04719758,-1.04719758
1.28434816,-1.04719758,-1.04719758
1.289348096,-1.04719758,-1.04719758
1.30034816,-1.04719758,-1.04719758
1.305348096,-1.04719758,-1.04719758
1.315347968,-1.04719758,-1.04719758
1.325348096,-1.04719758,-1.04719758
1.330348032,-1.04719758,-1.04719758
1.341348096,-1.04719758,-1.04719758
1.346348032,-1.04719758,-1.04719758
1.351347968,-1.04719758,-1.04719758
1.36034816,-1.04719758,-1.04719758
1.370348032,-1.04719758,-1.04719758
1.38034816,-1.04719758,-1.04719758
1.386348032,-1.04719758,-1.04719758
1.391347968,-1.04719758,-1.04719758
1.39634816,-1.04719758,-1.04719758
1.406348032,-1.04719758,-1.04719758
1.411347968,-1.04719758,-1.04719758
1.427347968,-1.04719758,-1.04719758
1.43234816,-1.04719758,-1.04719758
1.437348096,-1.04719758,-1.04719758
1.447347968,-1.04719758,-1.04719758
1.45234816,-1.04719758,-1.04719758
1.462348032,-1.04719758,-1.04719758
1.473348096,-1.04719758,-1.04719758
1.478348032,-1.04719758,-1.04719758
1.48834816,-1.04719758,-1.04719758
1.493348096,-1.04719758,-1.04719758
1.498348032,-1.04719758,-1.04719758
1.50834816,-1.04719758,-1.04719758
1.514348032,-1.04719758,-1.04719758
1.519347968,-1.04719758,-1.04719758
1.529348096,-1.04719758,-1.04719758
1.534348032,-1.04719758,-1.04719758
1.549348096,-1.04719758,-1.04719758
1.555347968,-1.04719758,-1.04719758
1.565348096,-1.04719758,-1.04719758
1.575347968,-1.04719758,-1.04719758
1.58034816,-1.04719758,-1.04719758
1.590348032,-1.04719758,-1.04719758
1.601348096,-1.04719758,-1.04719758
1.606348032,-1.04719758,-1.04719758
1.61634816,-1.04719758,-1.04719758
1.62034816,-1.04719758,-1.04719758
1.635347968,-1.04719758,-1.04719758
1.641348096,-1.04719758,-1.04719758
1.646348032,-1.04719758,-1.04719758
1.65634816,-1.04719758,-1.04719758
1.661348096,-1.04719758,-1.04719758
1.671347968,-1.04719758,-1.04719758
1.682348032,-1.04719758,-1.04719758
1.687347968,-1.04719758,-1.04719758
1.697348096,-1.04719758,-1.04719758
1.702348032,-1.04719758,-1.04719758
1.71234816,-1.04719758,-1.04719758
1.722348032,-1.04719758,-1.04719758
1.72834816,-1.04719758,-1.04719758
1.738348032,-1.04719758,-1.04719758
1.743347968,-1.04719758,-1.04719758
1.753348096,-1.04719758,-1.04719758
1.758348032,-1.04719758,-1.04719758
1.763347968,-1.04719758,-1.04719758
1.769348096,-1.04719758,-1.04719758
1.779347968,-1.04719758,-1.04719758
1.78434816,-1.04719758,-1.04719758
1.794348032,-1.04719758,-1.04719758
1.80434816,-1.04719758,-1.04719758
1.810348032,-1.04719758,-1.04719758
1.825348096,-1.04719758,-1.04719758
1.830348032,-1.04719758,-1.04719758
1.84034816,-1.04719758,-1.04719758
1.850348032,-1.04719758,-1.04719758
1.85634816,-1.04719758,-1.04719758
1.866348032,-1.04719758,-1.04719758
1.871347968,-1.04719758,-1.04719758
1.88034816,-1.04719758,-1.04719758
1.885348096,-1.04719758,-1.04719758
1.890348032,-1.04719758,-1.04719758
1.89634816,-1.04719758,-1.04719758
1.901348096,-1.04719758,-1.04719758
1.911347968,-1.04719758,-1.04719758
1.921348096,-1.04719758,-1.04719758
1.931347968,-1.04719758,-1.04719758
1.937348096,-1.04719758,-1.04719758
1.942348032,-1.04719758,-1.04719758
1.95234816,-1.04719758,-1.04719758
1.957348096,-1.04719758,-1.04719758
1.967347968,-1.04719758,-1.04719758
1.97234816,-1.04719758,-1.04719758
1.983347968,-1.04719758,-1.04719758
1.993348096,-1.04719758,-1.04719758
