rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,joint_sensor,servo1_sensor,servo2_sensor,motor_current,charge_current,servo1_current,servo2_current,u1,u2,D1,D2
1504022565586987140,,83837,,1504022565,574032087,'',3.59664511681,0.0,0.0,0.147283390164,0.254397779703,-5.96963882446,-6.26688098907,1500,1400,0,0
1504022565603326828,,83838,,1504022565,589032087,'',3.60159897804,0.0,0.0,0.0669466480613,0.120504483581,-6.0191783905,-6.16780042648,1500,1400,0,0
1504022565615659888,,83839,,1504022565,603032087,'',3.59169101715,0.0,0.0,-0.174062311649,0.254397779703,-6.16780042648,-6.3659620285,1500,1400,0,0
1504022565632080579,,83840,,1504022565,619032087,'',3.59664511681,0.0,0.0,0.227618858218,0.174061030149,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022565648447270,,83841,,1504022565,634032087,'',3.59169101715,0.0,0.0,0.0133888144046,0.120504483581,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022565660720263,,83842,,1504022565,648032087,'',3.5867369175,0.0,0.0,0.120504483581,0.174061030149,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022565677026806,,83843,,1504022565,664032087,'',3.5867369175,0.0,0.0,0.120504483581,0.0401690192521,-4.97882604599,-5.62285423279,1500,1400,0,0
1504022565689406130,,83844,,1504022565,678032087,'',3.59169101715,0.0,0.0,-0.0133901024237,0.174061030149,-5.62285423279,-5.82101583481,1500,1400,0,0
1504022565705798399,,83845,,1504022565,693032087,'',3.59169101715,0.0,0.0,0.147283390164,0.147283390164,-5.92009782791,-6.06871938705,1500,1400,0,0
1504022565722202145,,83846,,1504022565,709032087,'',3.60159897804,0.0,0.0,0.0669466480613,0.281175404787,-5.96963882446,-6.16780042648,1500,1400,0,0
1504022565734425567,,83847,,1504022565,723032087,'',3.59664511681,0.0,0.0,0.0401690192521,0.415069997311,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022565750693927,,83848,,1504022565,739032087,'',3.59169101715,0.0,0.0,0.227618858218,0.174061030149,-3.59169006348,-4.78066444397,1500,1400,0,0
1504022565767352459,,83849,,1504022565,753032087,'',3.5867369175,0.0,0.0,-0.147282108665,0.281175404787,-5.12744903564,-5.22653102875,1500,1400,0,0
1504022565779594603,,83850,,1504022565,768032087,'',3.59664511681,0.0,0.0,0.200839936733,0.254397779703,-5.57331323624,-5.62285423279,1500,1400,0,0
1504022565796044811,,83851,,1504022565,784032087,'',3.5867369175,0.0,0.0,0.227618858218,0.0937255620956,-6.0191783905,-6.06871938705,1500,1400,0,0
1504022565812313653,,83852,,1504022565,798032087,'',3.59664511681,0.0,0.0,0.0937255620956,0.281175404787,-6.16780042648,-6.31642198563,1500,1400,0,0
1504022565824396956,,83853,,1504022565,813032087,'',3.5867369175,0.0,0.0,0.0669466480613,0.388289779425,-6.0191783905,-6.26688098907,1500,1400,0,0
1504022565840835051,,83854,,1504022565,829032087,'',3.59169101715,0.0,0.0,0.200839936733,0.0401690192521,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022565857441651,,83855,,1504022565,843032087,'',3.59664511681,0.0,0.0,-0.0669466480613,0.334733247757,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022565869768777,,83856,,1504022565,858032087,'',3.59664511681,0.0,0.0,0.147283390164,0.120504483581,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022565886144447,,83857,,1504022565,873032087,'',3.59664511681,0.0,0.0,0.147283390164,0.200839936733,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022565902470497,,83858,,1504022565,888032087,'',3.60159897804,0.0,0.0,0.495405435562,0.147283390164,-5.96963882446,-6.26688098907,1500,1400,0,0
1504022565914825835,,83859,,1504022565,903032087,'',3.59169101715,0.0,0.0,0.441847622395,0.0669466480613,-6.06871938705,-6.21734142303,1500,1400,0,0
1504022565931098900,,83860,,1504022565,918032087,'',3.59664511681,0.0,0.0,-0.0669466480613,0.307955622673,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022565947542561,,83861,,1504022565,933032087,'',3.59664511681,0.0,0.0,0.174061030149,0.361512154341,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022565959831647,,83862,,1504022565,947032087,'',3.59169101715,0.0,0.0,0.281175404787,0.361512154341,-5.92009782791,-6.21734142303,1500,1400,0,0
1504022565976247576,,83863,,1504022565,963032087,'',3.59169101715,0.0,0.0,0.0669466480613,0.174061030149,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022565992546526,,83864,,1504022565,978032087,'',3.59169101715,0.0,0.0,0.0937255620956,0.254397779703,-6.06871938705,-6.21734142303,1500,1400,0,0
1504022566004767678,,83865,,1504022565,993032087,'',3.5867369175,0.0,0.0,0.0133888144046,0.334733247757,-6.16780042648,-6.31642198563,1500,1400,0,0
1504022566021208168,,83866,,1504022566,8032087,'',3.5867369175,0.0,0.0,0.0937255620956,0.334733247757,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022566033448609,,83867,,1504022566,22032087,'',3.59664511681,0.0,0.0,0.334733247757,0.174061030149,-5.92009782791,-6.31642198563,1500,1400,0,0
1504022566049621476,,83868,,1504022566,38032087,'',3.5867369175,0.0,0.0,0.0937255620956,0.334733247757,-5.92009782791,-6.26688098907,1500,1400,0,0
1504022566066195120,,83869,,1504022566,53032087,'',3.59169101715,0.0,0.0,0.147283390164,0.200839936733,-3.44306945801,-4.6320438385,1500,1400,0,0
1504022566078548384,,83870,,1504022566,67032087,'',3.59169101715,0.0,0.0,-0.0669466480613,0.200839936733,-5.12744903564,-5.22653102875,1500,1400,0,0
1504022566094910372,,83871,,1504022566,83032087,'',3.5867369175,0.0,0.0,0.120504483581,0.120504483581,-5.62285423279,-5.67239379883,1500,1400,0,0
1504022566111341068,,83872,,1504022566,97032087,'',3.59169101715,0.0,0.0,-0.0669466480613,0.174061030149,-5.92009782791,-6.0191783905,1500,1400,0,0
1504022566123454202,,83873,,1504022566,112032087,'',3.59169101715,0.0,0.0,0.147283390164,0.0669466480613,-5.92009782791,-6.06871938705,1500,1400,0,0
1504022566139795033,,83874,,1504022566,128032087,'',3.59664511681,0.0,0.0,0.0937255620956,0.0937255620956,-5.77147483826,-6.06871938705,1500,1400,0,0
1504022566156353304,,83875,,1504022566,142032087,'',3.59664511681,0.0,0.0,-0.0669466480613,0.147283390164,-5.96963882446,-6.16780042648,1500,1400,0,0
1504022566168514406,,83876,,1504022566,157032087,'',3.59169101715,0.0,0.0,0.174061030149,0.227618858218,-5.96963882446,-6.21734142303,1500,1400,0,0
1504022566185062440,,83877,,1504022566,173032087,'',3.60159897804,0.0,0.0,0.0937255620956,0.227618858218,-6.16780042648,-6.3659620285,1500,1400,0,0
1504022566201425738,,83878,,1504022566,187032087,'',3.59169101715,0.0,0.0,0.0669466480613,0.254397779703,-6.11826038361,-6.41550302505,1500,1400,0,0
1504022566213599270,,83879,,1504022566,202032087,'',3.59169101715,0.0,0.0,0.174061030149,0.254397779703,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022566230039963,,83880,,1504022566,217032087,'',3.59169101715,0.0,0.0,0.0669466480613,0.307955622673,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022566246445804,,83881,,1504022566,232032087,'',3.56692075729,0.0,0.0,0.174061030149,0.307955622673,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022566258886492,,83882,,1504022566,247032087,'',3.53224229813,0.0,0.0,-0.200839936733,0.254397779703,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022566275137963,,83883,,1504022566,262032087,'',3.51737999916,0.0,0.0,0.0937255620956,0.227618858218,-5.96963882446,-6.31642198563,1500,1400,0,0
