%time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.u1,field.u2,field.u3
1497473182039108039,5615,1497473182030374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182043086728,5616,1497473182036374917,,-0.00575766526163,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182051325570,5617,1497473182042374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182055403724,5618,1497473182048374917,,0.000363214930985,0.000756483874284,0.0122710643336,0.0,0.0,0.0
1497473182059088904,5619,1497473182054374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182067446243,5620,1497473182061374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182072418167,5621,1497473182067374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182079726086,5622,1497473182073374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182083844684,5623,1497473182079374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182092511070,5624,1497473182085374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182096347165,5625,1497473182091374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182104608122,5626,1497473182097374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182109079962,5627,1497473182104374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182117479350,5628,1497473182110374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182120537147,5629,1497473182116374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182129342474,5630,1497473182122374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182133346532,5631,1497473182128374917,,0.000363214930985,0.000756483874284,0.0122710643336,0.0,0.0,0.0
1497473182141618258,5632,1497473182134374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182145615189,5633,1497473182140374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182153851766,5634,1497473182147374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182158050959,5635,1497473182153374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182178175617,5636,1497473182159374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182178543282,5637,1497473182165374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182181057051,5638,1497473182171374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182182118027,5639,1497473182177374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182190730504,5640,1497473182183374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182194809414,5641,1497473182190374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182202986403,5642,1497473182196374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182206604242,5643,1497473182202374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182215113986,5644,1497473182208374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182218898508,5645,1497473182214374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182227280930,5646,1497473182220374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182231485991,5647,1497473182226374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182239344857,5648,1497473182233374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182243559268,5649,1497473182238374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182251796425,5650,1497473182244374917,,-0.00575766526163,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182256146264,5651,1497473182250374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182264639865,5652,1497473182256374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182268417471,5653,1497473182262374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182276739720,5654,1497473182268374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182281000589,5655,1497473182275374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182288898046,5656,1497473182281374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182293106520,5657,1497473182287374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182301420514,5658,1497473182293374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182305392399,5659,1497473182299374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182313693948,5660,1497473182305374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182317759448,5661,1497473182311374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182325804736,5662,1497473182318374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182329959874,5663,1497473182324374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182338159741,5664,1497473182330374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182342263502,5665,1497473182336374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182350530017,5666,1497473182342374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182354620491,5667,1497473182348374917,,0.000363214930985,0.000756483874284,0.0122710643336,0.0,0.0,0.0
1497473182362801463,5668,1497473182354374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182366919363,5669,1497473182361374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182374897819,5670,1497473182367374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182379195356,5671,1497473182373374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.0,0.0,0.0
1497473182387380993,5672,1497473182379374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182391466801,5673,1497473182385374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.0,0.0,0.0
1497473182399608520,5674,1497473182391374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.233874112368,0.102974422276,0.0
1497473182403805376,5675,1497473182397374917,,-0.00575766526163,-0.0055519300513,0.00594588508829,0.233874112368,0.102974422276,0.0
1497473182411897486,5676,1497473182404374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.356047153473,0.160570293665,0.0
1497473182415793720,5677,1497473182410374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.356047153473,0.160570293665,0.0
1497473182424223406,5678,1497473182416374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.356047153473,0.160570293665,0.0
1497473182428271583,5679,1497473182422374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.356047153473,0.160570293665,0.0
1497473182436504066,5680,1497473182428374917,,0.000363214930985,0.000756483874284,0.0122710643336,0.441568315029,0.195476874709,0.0
1497473182440135824,5681,1497473182434374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.441568315029,0.195476874709,0.0
1497473182448720291,5682,1497473182440374917,,0.000363214930985,0.000756483874284,0.00594588508829,0.441568315029,0.195476874709,0.0
1497473182452750350,5683,1497473182447374917,,0.000363214930985,-0.0055519300513,0.00594588508829,0.485201537609,0.191986218095,0.0
1497473182457010330,5684,1497473182453374917,,0.000363214930985,1.28767418861,0.0881732851267,0.485201537609,0.191986218095,0.0
1497473182465152184,5685,1497473182459374917,,-0.00575766526163,0.795617222786,0.606838405132,0.485201537609,0.191986218095,0.0
1497473182469246381,5686,1497473182465374917,,0.000363214930985,0.76407533884,0.632139146328,0.485201537609,0.191986218095,0.0
1497473182477388941,5687,1497473182471374917,,0.000363214930985,0.85239315033,0.0881732851267,0.499164164066,0.160570293665,0.0
1497473182481859142,5688,1497473182477374917,,0.000363214930985,0.77038359642,0.094498462975,0.499164164066,0.160570293665,0.0
1497473182489869646,5689,1497473182483374917,,0.000363214930985,0.700990915298,0.100823648274,0.499164164066,0.160570293665,0.0
1497473182493873465,5690,1497473182490374917,,0.000363214930985,0.612673103809,0.113474003971,0.492182850838,0.120427720249,0.0
1497473182503427885,5691,1497473182496374917,,0.000363214930985,0.524355173111,0.119799181819,0.492182850838,0.120427720249,0.0
1497473182507215913,5692,1497473182501374917,,-0.00575766526163,0.5306635499,0.119799181819,0.492182850838,0.120427720249,0.0
1497473182515992353,5693,1497473182508374917,,0.000363214930985,0.549588978291,0.132449537516,0.47822022438,0.0733038261533,0.0
1497473182519480882,5694,1497473182514374917,,0.000363214930985,0.5306635499,0.145099893212,0.47822022438,0.0733038261533,0.0
1497473182527925870,5695,1497473182519374917,,0.000363214930985,0.524355173111,0.151425078511,0.47822022438,0.0733038261533,0.0
1497473182532013133,5696,1497473182525374917,,0.000363214930985,0.316177487373,0.151425078511,0.47822022438,0.0733038261533,0.0
1497473182539979622,5697,1497473182533374917,,0.00648380303755,0.360336244106,0.151425078511,0.464257568121,0.0331612564623,0.0
1497473182544057541,5698,1497473182538374917,,0.00648380303755,0.391878455877,0.157750338316,0.464257568121,0.0331612564623,0.0
1497473182552325846,5699,1497473182544374917,,0.00648380303755,0.410803705454,0.157750338316,0.453785598278,0.0069813169539,0.0
1497473182556370722,5700,1497473182550374917,,0.0126046836376,0.499121636152,1.27098286152,0.453785598278,0.0069813169539,0.0
1497473182564792313,5701,1497473182556374917,,0.0126046836376,0.454962730408,1.2583322525,0.453785598278,0.0069813169539,0.0
1497473182568563282,5702,1497473182562374917,,0.0187252722681,0.442345768213,0.157750338316,0.453785598278,0.0069813169539,0.0
1497473182577121562,5703,1497473182568374917,,0.0309667401016,0.454962730408,0.157750338316,0.448549628258,0.0,0.0
1497473182581304975,5704,1497473182575374917,,0.0370876193047,0.461271166801,0.151425078511,0.448549628258,0.0,0.0
1497473182589210530,5705,1497473182581374917,,0.0493290871382,0.461271166801,0.145099893212,0.448549628258,0.0,0.0
1497473182593991049,5706,1497473182587374917,,0.0676914379001,0.461271166801,0.132449537516,0.446804285049,0.0,0.0
1497473182603499758,5707,1497473182593374917,,0.0799329057336,0.467579573393,0.126124367118,0.446804285049,0.0,0.0
1497473182605292506,5708,1497473182599374917,,0.0921743735671,0.467579573393,0.113474003971,0.446804285049,0.0,0.0
1497473182614178126,5709,1497473182605374917,,0.110536426306,0.467579573393,0.107148826122,0.453785598278,0.0,0.0
1497473182616704296,5710,1497473182611374917,,0.135019361973,0.473887979984,0.094498462975,0.453785598278,0.0,0.0
1497473182628507247,5711,1497473182618374917,,0.141140252352,0.467579573393,0.0881732851267,0.453785598278,0.0,0.0
1497473182633099530,5712,1497473182624374917,,0.15950229764,0.467579573393,0.07552292943,0.462512254715,0.0,0.0
1497473182637164783,5713,1497473182630374917,,0.183985233307,0.467579573393,0.0628724992275,0.462512254715,0.0,0.0
1497473182641048182,5714,1497473182636374917,,0.202347591519,0.461271166801,0.0565473176539,0.462512254715,0.0,0.0
1497473182650239157,5715,1497473182642374917,,0.220709934831,0.461271166801,0.0438969582319,0.462512254715,0.0,0.0
1497473182653597917,5716,1497473182648374917,,0.245192870498,0.461271166801,0.0438969582319,0.469493567944,0.0,0.0
1497473182661862827,5717,1497473182654374917,,0.263554930687,0.461271166801,0.0312465261668,0.469493567944,0.0,0.0
1497473182666159590,5718,1497473182661374917,,0.288037866354,0.454962730408,0.0312465261668,0.469493567944,0.0,0.0
1497473182674420286,5719,1497473182667374917,,0.306400209665,0.454962730408,0.0249214209616,0.472984224558,0.0,0.0
1497473182678339883,5720,1497473182673374917,,0.324762284756,0.454962730408,0.0185962431133,0.472984224558,0.0,0.0
1497473182686688581,5721,1497473182679374917,,0.349245220423,0.448654174805,0.0122710643336,0.472984224558,0.0,0.0
1497473182690820701,5722,1497473182685374917,,0.367607563734,0.448654174805,0.00594588508829,0.472984224558,0.0,0.0
1497473182699005379,5723,1497473182691374917,,0.392090499401,0.467579573393,0.0185962431133,0.474729567766,0.0,1.0
1497473182703013801,5724,1497473182697374917,,0.422694295645,0.454962730408,0.0122710643336,0.474729567766,0.0,1.0
1497473182711625446,5725,1497473182704374917,,0.434935778379,0.448654174805,-0.000379294040613,0.474729567766,0.0,1.0
1497473182715470212,5726,1497473182710374917,,0.465539306402,0.454962730408,0.00594588508829,0.474729567766,0.0,1.0
1497473182723604204,5727,1497473182716374917,,0.490022242069,0.467579573393,0.00594588508829,0.474729567766,0.0,1.0
1497473182727521275,5728,1497473182722374917,,0.514505445957,0.473887979984,0.00594588508829,0.474729567766,0.0,1.0
1497473182735922377,5729,1497473182728374917,,0.526746928692,0.467579573393,0.00594588508829,0.476474881172,0.0,1.0
1497473182740006759,5730,1497473182734374917,,0.54510897398,0.505430042744,0.0122710643336,0.476474881172,0.0,1.0
1497473182748332295,5731,1497473182740374917,,0.575712800026,0.751458525658,0.0312465261668,0.476474881172,0.0,1.0
