time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.motor_current,field.servo1_current,field.servo2_current,field.u1,field.u2,field.u3
1.50E+18,685,1.50E+18,,0.594688939,0.814224685,0.398407911,0.341631683,0.349352837,0.648940086,0.787143493,0.390953752,1
1.50E+18,686,1.50E+18,,0.600781217,0.8079456,0.392112289,0.260931505,0.299587727,0.648940086,0.787143493,0.390953752,1
1.50E+18,687,1.50E+18,,0.600781217,0.801666815,0.392112289,0.153331267,0.050762176,0.599174976,0.787143493,0.390953752,1
1.50E+18,688,1.50E+18,,0.594688939,0.826782253,0.410998852,0.207131386,0.349352837,0.648940086,0.787143493,0.390953752,1
1.50E+18,689,1.50E+18,,0.594688939,0.801666815,0.392112289,0.368533031,0.399117947,0.599174976,0.787143493,0.390953752,1
1.50E+18,690,1.50E+18,,0.600781217,0.801666815,0.392112289,0.180231326,0.349352837,0.599174976,0.788888822,0.390953752,1
1.50E+18,691,1.50E+18,,0.594688939,0.801666815,0.392112289,0.153331267,0.249822617,0.698705196,0.788888822,0.390953752,1
1.50E+18,692,1.50E+18,,0.600781217,0.801666815,0.398407911,0.314732912,0.399117947,0.648940086,0.788888822,0.390953752,1
1.50E+18,693,1.50E+18,,0.600781217,0.801666815,0.392112289,0.314732912,0.349352837,0.648940086,0.790634151,0.390953752,1
1.50E+18,694,1.50E+18,,0.594688939,0.801666815,0.392112289,0.341631683,0.349352837,0.549409866,0.79237948,0.390953752,1
1.50E+18,695,1.50E+18,,0.594688939,0.801666815,0.392112289,0.180231326,0.399117947,0.599174976,0.79237948,0.390953752,1
1.50E+18,696,1.50E+18,,0.600781217,0.801666815,0.392112289,0.234031445,0.299587727,0.648940086,0.79237948,0.390953752,1
1.50E+18,697,1.50E+18,,0.594688939,0.801666815,0.392112289,0.503034617,0.399117947,0.599174976,0.79412481,0.390953752,1
1.50E+18,698,1.50E+18,,0.600781217,1.636749941,0.348043769,0.207131386,0.299587727,0.599174976,0.79412481,0.390953752,1
1.50E+18,699,1.50E+18,,0.600781217,0.8079456,0.392112289,0.287832853,0.349352837,0.648940086,0.795870139,0.390953752,1
1.50E+18,700,1.50E+18,,0.594688939,0.795388332,0.392112289,0.341631683,0.399117947,0.648940086,0.795870139,0.390953752,1
1.50E+18,701,1.50E+18,,0.600781217,0.8079456,0.392112289,0.287832853,0.399117947,0.648940086,0.795870139,0.390953752,1
1.50E+18,702,1.50E+18,,0.594688939,0.858176175,0.392112289,0.341631683,0.299587727,0.549409866,0.797615468,0.390953752,0
1.50E+18,703,1.50E+18,,0.594688939,0.8079456,0.392112289,0.260931505,0.399117947,0.648940086,0.797615468,0.390953752,0
1.50E+18,704,1.50E+18,,0.600781217,0.801666815,0.392112289,0.180231326,0.349352837,0.648940086,0.797615468,0.390953752,0
1.50E+18,705,1.50E+18,,0.600781217,0.801666815,0.392112289,0.368533031,0.299587727,0.648940086,0.799360797,0.390953752,0
1.50E+18,706,1.50E+18,,0.594688939,2.032315759,0.379521348,0.42233315,0.349352837,0.549409866,0.799360797,0.390953752,0
1.50E+18,707,1.50E+18,,0.600781217,0.8079456,0.392112289,0.287832853,0.349352837,0.599174976,0.799360797,0.390953752,0
1.50E+18,708,1.50E+18,,0.600781217,0.801666815,0.392112289,0.260931505,0.349352837,0.549409866,0.801106127,0.390953752,0
1.50E+18,709,1.50E+18,,0.600781217,0.8079456,0.392112289,0.42233315,0.399117947,0.648940086,0.801106127,0.390953752,1
1.50E+18,710,1.50E+18,,0.600781217,1.329087705,0.392112289,0.234031445,0.349352837,0.698705196,0.801106127,0.390953752,1
1.50E+18,711,1.50E+18,,0.594688939,0.814224685,0.398407911,0.44923321,0.399117947,0.648940086,0.801106127,0.390953752,1
1.50E+18,712,1.50E+18,,0.594688939,0.8079456,0.392112289,0.260931505,0.349352837,0.698705196,0.802851456,0.390953752,1
1.50E+18,713,1.50E+18,,0.600781217,0.8079456,0.392112289,0.260931505,0.349352837,0.499644756,0.802851456,0.390953752,1
1.50E+18,714,1.50E+18,,0.594688939,1.994642752,0.360634861,0.395433091,0.299587727,0.648940086,0.802851456,0.390953752,1
1.50E+18,715,1.50E+18,,0.594688939,0.8079456,0.392112289,0.42233315,0.399117947,0.648940086,0.802851456,0.390953752,1
1.50E+18,716,1.50E+18,,0.594688939,0.8079456,0.392112289,0.207131386,0.399117947,0.648940086,0.802851456,0.390953752,1
1.50E+18,717,1.50E+18,,0.594688939,0.8079456,0.392112289,0.207131386,0.349352837,0.648940086,0.802851456,0.390953752,1
1.50E+18,718,1.50E+18,,0.600781217,0.877012829,0.392112289,0.368533031,0.399117947,0.648940086,0.802851456,0.390953752,1
1.50E+18,719,1.50E+18,,0.594688939,0.8079456,0.392112289,0.0726298,0.299587727,0.599174976,0.802851456,0.390953752,1
1.50E+18,720,1.50E+18,,0.594688939,0.8079456,0.392112289,0.341631683,0.448885441,0.599174976,0.802851456,0.390953752,1
1.50E+18,721,1.50E+18,,0.600781217,0.814224685,0.392112289,0.0726298,0.448885441,0.549409866,0.802851456,0.390953752,1
1.50E+18,722,1.50E+18,,0.594688939,0.86445526,0.398407911,0.234031445,0.399117947,0.599174976,0.802851456,0.390953752,1
1.50E+18,723,1.50E+18,,0.594688939,0.8079456,0.392112289,0.44923321,0.399117947,0.698705196,0.802851456,0.390953752,1
1.50E+18,724,1.50E+18,,0.594688939,0.8079456,0.392112289,0.368533031,0.399117947,0.648940086,0.802851456,0.390953752,1
1.50E+18,725,1.50E+18,,0.600781217,0.814224685,0.392112289,0.180231326,-2.138916969,0.648940086,0.802851456,0.390953752,1
1.50E+18,726,1.50E+18,,0.594688939,0.895849182,0.392112289,0.395433091,0.349352837,0.648940086,0.802851456,0.390953752,1
1.50E+18,727,1.50E+18,,0.600781217,0.814224685,0.392112289,0.341631683,0.448885441,0.798237801,0.802851456,0.390953752,1
1.50E+18,728,1.50E+18,,0.600781217,0.814224685,0.392112289,0.0726298,0.349352837,0.648940086,0.802851456,0.390953752,1
1.50E+18,729,1.50E+18,,0.600781217,0.8079456,0.392112289,0.0726298,0.399117947,0.599174976,0.802851456,0.390953752,1
1.50E+18,730,1.50E+18,,0.600781217,0.826782253,0.392112289,0.287832853,0.349352837,0.698705196,0.802851456,0.390953752,1
1.50E+18,731,1.50E+18,,0.594688939,0.814224685,0.392112289,0.01883097,0.448885441,0.648940086,0.802851456,0.390953752,1
1.50E+18,732,1.50E+18,,0.594688939,0.8079456,0.385816819,0.260931505,0.349352837,0.648940086,0.802851456,0.390953752,1
1.50E+18,733,1.50E+18,,0.594688939,0.8079456,0.392112289,0.126429919,-0.496658802,0.698705196,0.802851456,0.390953752,1
1.50E+18,734,1.50E+18,,0.600781217,0.833061038,0.398407911,0.153331267,0.249822617,0.648940086,0.802851456,0.390953752,1
1.50E+18,735,1.50E+18,,0.594688939,0.814224685,0.385816819,0.341631683,0.299587727,0.599174976,0.802851456,0.390953752,1
1.50E+18,736,1.50E+18,,0.588596953,0.8079456,0.392112289,0.314732912,0.399117947,0.599174976,0.802851456,0.390953752,1
1.50E+18,737,1.50E+18,,0.600781217,0.851897391,0.436180885,0.287832853,-0.098535538,0.599174976,0.802851456,0.390953752,1
1.50E+18,738,1.50E+18,,0.594688939,0.851897391,0.398407911,0.260931505,0.399117947,0.648940086,0.802851456,0.390953752,1
1.50E+18,739,1.50E+18,,0.600781217,0.820503469,0.398407911,0.260931505,0.448885441,0.648940086,0.802851456,0.390953752,1
1.50E+18,740,1.50E+18,,0.594688939,0.814224685,0.392112289,0.314732912,0.349352837,0.648940086,0.802851456,0.390953752,1
1.50E+18,741,1.50E+18,,0.594688939,0.814224685,0.398407911,0.341631683,0.399117947,0.698705196,0.802851456,0.390953752,1
1.50E+18,742,1.50E+18,,0.594688939,0.8079456,0.392112289,0.260931505,0.349352837,0.648940086,0.802851456,0.390953752,1
1.50E+18,743,1.50E+18,,0.594688939,0.8079456,0.392112289,0.341631683,0.448885441,0.698705196,0.802851456,0.390953752,1
1.50E+18,744,1.50E+18,,0.594688939,0.820503469,0.404703381,0.099531148,0.399117947,0.698705196,0.802851456,0.390953752,1
1.50E+18,745,1.50E+18,,0.594688939,0.8079456,0.392112289,0.04572974,0.299587727,0.648940086,0.802851456,0.390953752,1
1.50E+18,746,1.50E+18,,0.600781217,0.814224685,0.392112289,0.207131386,0.448885441,0.648940086,0.802851456,0.390953752,1
1.50E+18,747,1.50E+18,,0.594688939,0.820503469,0.398407911,0.287832853,0.399117947,0.748472691,0.802851456,0.390953752,0
1.50E+18,748,1.50E+18,,0.594688939,0.814224685,0.392112289,0.287832853,0.448885441,0.748472691,0.802851456,0.390953752,0
1.50E+18,749,1.50E+18,,0.594688939,0.8079456,0.392112289,0.287832853,0.349352837,0.648940086,0.802851456,0.390953752,0
1.50E+18,750,1.50E+18,,0.594688939,0.826782253,0.404703381,0.260931505,0.448885441,0.648940086,0.802851456,0.390953752,0
1.50E+18,751,1.50E+18,,0.600781217,0.814224685,0.392112289,0.0726298,0.399117947,0.648940086,0.802851456,0.390953752,0
1.50E+18,752,1.50E+18,,0.594688939,0.8079456,0.392112289,0.099531148,0.349352837,0.648940086,0.802851456,0.390953752,0
1.50E+18,753,1.50E+18,,0.600781217,0.820503469,0.398407911,0.234031445,0.349352837,0.599174976,0.802851456,0.390953752,0
1.50E+18,754,1.50E+18,,0.600781217,0.814224685,0.392112289,0.260931505,0.349352837,0.648940086,0.802851456,0.390953752,0
1.50E+18,755,1.50E+18,,0.588596953,0.814224685,0.392112289,0.395433091,0.399117947,0.648940086,0.802851456,0.390953752,0
1.50E+18,756,1.50E+18,,0.594688939,0.814224685,0.392112289,0.341631683,0.399117947,0.698705196,0.802851456,0.390953752,0
1.50E+18,757,1.50E+18,,0.594688939,0.814224685,0.392112289,0.314732912,0.399117947,0.648940086,0.802851456,0.390953752,0
1.50E+18,758,1.50E+18,,0.594688939,0.814224685,0.392112289,0.099531148,0.498648167,0.648940086,0.802851456,0.390953752,0
1.50E+18,759,1.50E+18,,0.594688939,0.814224685,0.392112289,0.44923321,0.299587727,0.748472691,0.802851456,0.390953752,0
